Category,Location,Incident,Date/Time
Catcalls/Whistles,"Kibera slum, Nairobi, Kenya"," A girl says there is a man who loves disturbing her when she has been sent to the shop by her parents  
						  More Information »
« Less Information
","12:49 Dec 08, 2018"
Commenting,"Kibera slum, Nairobi, Kenya"," Someone says her friend slept with a boy after school  
						  More Information »
« Less Information
","12:49 Dec 08, 2018"
Commenting,"Kibera slum, Nairobi, Kenya"," If a boy wants you to do sex with him and tells you that if you shout or tell anyone  he will kill you.What is the best action to take?  
						  More Information »
« Less Information
","12:49 Dec 08, 2018"
Sexual Invites,"Kibera slum, Nairobi, Kenya"," If someone forces you to sleep with him and and you refuses and you have been in a relationship with him for so long and says its time for you...  
						  More Information »
« Less Information
","12:49 Dec 08, 2018"
Commenting,"Kibera slum, Nairobi, Kenya"," A girl says that a man wants to have me for himself as a wife . And she she doesn't like him and he is now spreading to other boys that she...  
						  More Information »
« Less Information
","12:49 Dec 08, 2018"
Commenting,"Kibera slum, Nairobi, Kenya"," A girl says she has a friend who likes masturbating  
						  More Information »
« Less Information
","12:49 Dec 08, 2018"
Sexual Invites,"Kibera slum, Nairobi, Kenya"," A girl says that an older man with three children is asking her to date him and put it  as a secret not to tell friends or parents  
						  More Information »
« Less Information
","12:49 Dec 08, 2018"
Rape / Sexual Assault,"Kibera slum, Nairobi, Kenya"," A girl says there are boys who lied to a certain girl to go study with them at their home and they raped her.  
						  More Information »
« Less Information
","12:49 Dec 08, 2018"
Commenting,"Kibera slum, Nairobi, Kenya"," If a person at the age of my father want to have a relationship with you and want to have sex with you what will you do?  
						  More Information »
« Less Information
","12:49 Dec 08, 2018"
Stalking,"Kibera slum, Nairobi, Kenya"," There is a boy who  comes at our shop and says he wants us to be friends  but I refused if he follows me what should I do  
						  More Information »
« Less Information
","12:49 Dec 08, 2018"
Commenting,"Kibera slum, Nairobi, Kenya"," If a boy has HIV and you sleep with him will you get HIV ?  
						  More Information »
« Less Information
","12:49 Dec 08, 2018"
Sexual Invites,"Kibera slum, Nairobi, Kenya"," There is a girl who leaves with her sister and the sisters husband sleeps with her severally and she cant speak out because he is the one who...  
						  More Information »
« Less Information
","12:49 Dec 08, 2018"
Sexual Invites,"Kibera, Nairobi, Kenya"," There is a boy who likes calling me and there is a teacher who has the habit of touching girls  
						  More Information »
« Less Information
","12:49 Dec 08, 2018"
Sexual Invites,"Kibera, Nairobi, Kenya"," My  friend in class four is saying that there is a boy in class six who loves her and follows her every time  
						  More Information »
« Less Information
","12:49 Dec 08, 2018"
Commenting,"Kibera, Nairobi, Kenya"," Is condom 100% protective and if you have sex when you are experiencing your monthly period will you get pregnant?  
						  More Information »
« Less Information
","12:49 Dec 08, 2018"
Commenting,"Kibera, Nairobi, Kenya"," If someone tells you that he loves you and is ready to wait till you finiosh school and will never force you to do anything you don't want ,is...  
						  More Information »
« Less Information
","12:49 Dec 08, 2018"
Sexual Invites,"Kibera, Nairobi, Kenya"," There is a girl who wants his brother to be my boyfriend ,they are even calling me in-law and there are some boys who want to touch the girls...  
						  More Information »
« Less Information
","12:49 Dec 08, 2018"
Commenting,"Dongar Tamasi, Maharashtra, India"," If you love somebody in your class should you tell him or not?  
						  More Information »
« Less Information
","12:49 Dec 08, 2018"
Commenting,"Dongar Tamasi, Maharashtra, India"," I saw a friend of mine being touched by a boy .Please help her .Sheila  
						  More Information »
« Less Information
","12:49 Dec 08, 2018"
Commenting,"Kibera, Nairobi, Kenya"," I have a friend who is pregnant and she is 12 years , her parents and friends are sayind she should abort ,what should i DO AS FRIEND  
						  More Information »
« Less Information
","12:49 Dec 08, 2018"
Stalking,"Kibera, Nairobi, Kenya"," There is a boy who likes to follow me and I don't know what to do  
						  More Information »
« Less Information
","12:49 Dec 08, 2018"
Commenting,"Kibera, Nairobi, Kenya"," What can you do when a boy tells you he wants you?  
						  More Information »
« Less Information
","12:49 Dec 08, 2018"
Touching /Groping,"Kibera, Nairobi, Kenya"," If you were walking at home and a boy comes and catches your buttocks and breast is there any problem ?  
						  More Information »
« Less Information
","12:49 Dec 08, 2018"
Commenting,"Kibera,  Makina, Nairobi, Kenya"," If your periods take long time to appear what might be wrong, If a boy is disturbing you and you have refused and he still follows you what...  
						  More Information »
« Less Information
","12:49 Dec 08, 2018"
Sexual Invites,"Kibera, Nairobi, Kenya"," My cousin was raped 1 year ago and there is a boy who disturbs me and i don't know what to do and i even fear walking in front of boys  
						  More Information »
« Less Information
","12:49 Dec 08, 2018"
Rape / Sexual Assault,"Kibera, Nairobi, Kenya"," There was one of my friend who meta man that forced her to have sex with him .He told my friend that if she refuses he will kill her .  
						  More Information »
« Less Information
","12:49 Dec 08, 2018"
Stalking,"Kibera, Nairobi, Kenya"," There is a boy who likes disturbing me when am on the road and he throws stones at me when I refuse  
						  More Information »
« Less Information
","12:49 Dec 08, 2018"
Sexual Invites,"Kibera, Nairobi, Kenya"," If your neighbor who is a man calls you and asks you to go and buy for him something and when you come back he forces you to sleep with him...  
						  More Information »
« Less Information
","12:49 Dec 08, 2018"
Commenting,"Kibera, Nairobi, Kenya"," There is a boy who likes disturbing me and I dont know what to do  
						  More Information »
« Less Information
","12:49 Dec 08, 2018"
Commenting,"Kibera, Nairobi, Kenya"," If a boy hugs you inappropriately what should you do?  
						  More Information »
« Less Information
","12:49 Dec 08, 2018"
Rape / Sexual Assault,"Kibera, Nairobi, Kenya"," I have a friend who was raped and she now has a child ,she needs advice  
						  More Information »
« Less Information
","12:49 Dec 08, 2018"
Rape / Sexual Assault,"Kibera, Nairobi, Kenya"," There was a girl who went to study at her friends house ,the friend went out to buy food then a man who pretended to be the headteachers brother...  
						  More Information »
« Less Information
","12:49 Dec 08, 2018"
Commenting,"Kibera, Nairobi, Kenya"," Is it healthy to have sex while still in your menstrual cycle?  
						  More Information »
« Less Information
","12:49 Dec 08, 2018"
Commenting,"Kibera, Nairobi, Kenya"," There is a boy who is disturbing me  
						  More Information »
« Less Information
","12:49 Dec 08, 2018"
Commenting,"Kibera, Nairobi, Kenya"," There is a boy who tried to kiss me and i accepted  
						  More Information »
« Less Information
","12:49 Dec 08, 2018"
Commenting,"Kibera, Nairobi, Kenya"," I always feel shy when I pass past boys  
						  More Information »
« Less Information
","12:49 Dec 08, 2018"
Sexual Invites,"Kibera slum, Nairobi, Kenya"," A girl was walking then saw two boys catching a girl's buttocks and taking her towards  a dark side of the road  
						  More Information »
« Less Information
","12:05 Dec 06, 2018"
Commenting,"Chanakya Puri, Danapur Nizamat, Patna, Bihar 801503, India"," While coming back from dance a boy was commenting on my uncle's daughter who was elder than me. We complained about it to the local people and...  
						  More Information »
« Less Information
","16:00 Dec 05, 2018"
Catcalls/Whistles,"Kibera slum, MASHIMONI"," A man making catcalls at a girl as she was passing.  
						  More Information »
« Less Information
","14:28 Nov 26, 2018"
Sexual Invites,"Kibera slum, MASHIMONI"," A man followed a girl who was going to the shop.  
						  More Information »
« Less Information
","16:00 Nov 24, 2018"
Ogling/Facial Expressions/Staring,"Kibera slum, MASHIMONI"," A man looked at a girl as she  was walking along the road.  
						  More Information »
« Less Information
","15:30 Nov 24, 2018"
Touching /Groping,"Kibera slum,MASHIMONI"," A girl's hand was hold by a boy as she was walking along the road.  
						  More Information »
« Less Information
","15:00 Nov 24, 2018"
Commenting,"Kibera slum, MASHIMONI"," As he was holding her hand walking a long the road,the man commented on the girl how sexy she looks.  
						  More Information »
« Less Information
","15:00 Nov 24, 2018"
Commenting,"Kibera slum, By pass"," A boy loudly commented on a girls hips that they look sweet.  
						  More Information »
« Less Information
","17:20 Nov 22, 2018"
Catcalls/Whistles,"Kibera slum, Bombolulu"," Some boys were catcalling a girl who was passing near them  
						  More Information »
« Less Information
","17:00 Nov 22, 2018"
Sexual Invites,"Kibera slum, Bombolulu"," Some starring at a girl as she passes near them.  
						  More Information »
« Less Information
","17:00 Nov 22, 2018"
Touching /Groping,Kibera slum Raila area," A man touches a girl's waist besides the road.  
						  More Information »
« Less Information
","16:50 Nov 22, 2018"
Sexual Invites,"Kibera slum, Raila Area"," A man staring at a girl as she passes near the shop.  
						  More Information »
« Less Information
","16:50 Nov 22, 2018"
Commenting,"Kibera slum, Nairobi, Kenya"," A man comments on a girl's body shape as she passes.  
						  More Information »
« Less Information
","16:00 Nov 22, 2018"
Sexual Invites,"Kibera slum, car wash kibera drive"," A tall man stared at a girl as she was walking.  
						  More Information »
« Less Information
","10:30 Nov 22, 2018"
Catcalls/Whistles,Kibera slum Karanja bus stage," Some boys were whistling at a girl as she was going to the bus station.  
						  More Information »
« Less Information
","10:00 Nov 22, 2018"
Sexual Invites,"Kibera slum, Ayany"," A boy starred at a girl as she was walking along the road.  
						  More Information »
« Less Information
","16:00 Nov 21, 2018"
Sexual Invites,"Kibera slum, Nairobi, Kenya"," A girl is complaining about being caned on the buttocks because when she is in her menses it flows a lot and it is embarrassing  
						  More Information »
« Less Information
","11:00 Nov 20, 2018"
Sexual Invites,"Kibera slum, Nairobi, Kenya"," A girl is complaining about being caned on the buttocks because when she is in her menses it flows a lot and it is embarrassing  
						  More Information »
« Less Information
","11:00 Nov 20, 2018"
Sexual Invites,kabiria," a motor bike rider was passing and stopped just to say hie to me and told me that he is already in love with me  
						  More Information »
« Less Information
","10:00 Nov 20, 2018"
